Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ02,OUT035,1587.0125266896061
FDL46,OUT045,1830.3353042593294
FDS60,OUT027,4301.330191105845
NCO06,OUT017,326.8824084488883
FDO16,OUT035,1367.6925709966526
FDC60,OUT049,1625.0698863798268
FDA48,OUT018,3645.492757667962
FDZ36,OUT027,4345.258038803861
FDK27,OUT045,1988.144076200049
FDW23,OUT018,980.1173737958695
FDM14,OUT018,2013.8666622238134
FDM14,OUT013,1596.8534012354232
FDW60,OUT018,3127.72947497735
FDE21,OUT013,1778.7721286802935
NCM42,OUT035,1733.4401000889868
FDY59,OUT010,-473.65918685325914
DRI49,OUT049,1263.3441103159266
FDT28,OUT019,1000.9318442005576
FDQ22,OUT018,903.919830398592
FDR60,OUT049,1193.482547115446
FDC50,OUT019,-69.85161945202424
FDV24,OUT013,1959.3019663151033
DRF48,OUT010,2127.0713348028544
FDQ47,OUT046,879.5505030917251
DRN36,OUT049,1569.7364019759307
NCY06,OUT035,1994.83431769623
FDE52,OUT035,1168.6791176135494
NCB54,OUT045,2049.382934676035
NCF31,OUT035,2392.6485381355237
FDJ08,OUT027,4424.657936580692
NCC07,OUT017,1604.5680206945226
NCD19,OUT027,1758.665683202988
FDL46,OUT049,1900.607570427868
FDM20,OUT045,3708.9447610289108
NCI06,OUT010,1237.9079181093607
DRM11,OUT035,4028.923490078082
NCH07,OUT018,2880.8966603472472
FDS23,OUT013,1955.0675015934848
FDO49,OUT018,1070.4386110159244
FDS35,OUT049,1039.9159499347022
DRK39,OUT045,1035.4330329194722
DRI39,OUT049,1075.0866047668374
FDV04,OUT017,2310.6896059730034
NCN14,OUT035,2760.6856980890116
FDH08,OUT013,3690.40310523319
FDS20,OUT046,2994.149473972583
FDV40,OUT049,1004.0974252126184
FDZ48,OUT010,-90.02950177117543
FDS24,OUT027,2920.3140796162124
FDK44,OUT049,2671.4792950320925
FDS48,OUT045,2319.6640952508355
FDK26,OUT010,1222.474634044912
FDD23,OUT045,2955.4657408439152
NCH54,OUT017,2451.9452314376767
NCP14,OUT010,-119.81652625250604
FDM60,OUT010,-1345.4857331439825
FDV24,OUT017,1828.1008775100106
FDH08,OUT018,4043.1861292271888
FDS12,OUT027,3485.7883453453314
FDR39,OUT027,4178.336931263568
FDP12,OUT027,2042.3178580300878
DRF60,OUT027,4904.647243621672
FDC09,OUT035,1694.8768956897675
FDF50,OUT018,2822.87955803588
FDG28,OUT035,3575.767050051407
NCE19,OUT017,780.8182266079832
NCM53,OUT010,-32.826793705220894
NCN18,OUT049,1755.4967628520624
FDF32,OUT035,2730.5731461115756
FDF11,OUT013,3634.305778418954
DRI59,OUT049,3397.0619296816503
NCG54,OUT035,2516.3590205040327
FDM44,OUT046,1925.120271349115
FDT57,OUT018,4065.862169314705
FDV24,OUT046,2211.7959422756194
FDI50,OUT019,2021.3656512896662
FDS09,OUT035,862.4969421670701
NCC31,OUT027,3890.7490747503743
FDQ07,OUT019,2074.2542676222993
FDC22,OUT017,2803.8178292929524
FDZ56,OUT046,2977.8971184729608
FDZ40,OUT019,-348.5903190285545
FDS46,OUT027,3413.626791136363
DRD24,OUT045,2383.2109221437327
FDV45,OUT017,2816.5044655192496
FDL26,OUT045,2305.566052892703
FDA56,OUT018,2326.4173283727487
FDN27,OUT046,1744.268520763386
FDM20,OUT049,3790.2077103325782
FDO16,OUT017,1194.0282061845796
FDL03,OUT035,2959.8472702899307
FDE58,OUT046,1467.7117261803585
FDI02,OUT027,3156.8113695733855
NCC55,OUT019,-1360.38660978203
FDR03,OUT018,3343.163128475272
FDB14,OUT017,1163.243848885499
FDR45,OUT013,3591.3196774328117
NCN07,OUT017,1969.380979200172
FDM51,OUT019,84.09300367740491
FDT52,OUT027,5385.264194410671
FDL26,OUT046,2466.8913045845648
NCZ42,OUT046,3845.5312969316274
DRI47,OUT019,1126.7722366047703
FDW40,OUT013,2154.9167241975856
FDN34,OUT046,2837.4210090712486
FDS01,OUT035,2768.3855080877856
NCG55,OUT045,1555.6919848133007
FDC11,OUT035,1193.463501929662
FDX35,OUT018,3893.5340188359505
NCB06,OUT046,2705.8869615642543
FDR09,OUT019,2783.195218729463
FDC53,OUT017,1495.2440628742343
FDY45,OUT013,3861.973302774424
FDA22,OUT010,618.7957267964539
FDE02,OUT035,1405.0459945780508
FDW21,OUT045,1447.5404708905112
FDV34,OUT046,1486.558465791169
FDS59,OUT049,2004.8936420040966
NCW17,OUT017,1890.6865047231645
NCK54,OUT046,795.4684631158511
FDG17,OUT019,2543.7622986164724
FDG35,OUT017,2540.5216762943674
FDD08,OUT010,-946.3475375603578
NCO07,OUT017,3186.74636085591
FDJ10,OUT010,613.869418919737
FDW36,OUT017,1495.2101458911593
FDW21,OUT010,820.5720605037789
FDY19,OUT017,1702.1400350557187
DRE03,OUT013,771.3436637843824
NCC55,OUT049,408.8442478396599
FDH52,OUT010,-710.5468426213808
FDO09,OUT017,3822.473348000027
FDU43,OUT045,3682.477724775489
FDX09,OUT010,1141.804025403716
FDH40,OUT019,105.7746401023229
FDW58,OUT017,1370.3428547815734
FDC47,OUT017,3424.0989589916153
NCR41,OUT035,1180.9510578567715
DRG49,OUT035,3924.4614714120225
FDC52,OUT027,3821.6631789639496
FDY13,OUT046,1439.9858364932784
FDY35,OUT013,835.0013999357682
FDI35,OUT017,2594.0348082649853
NCU18,OUT049,2432.2860749613383
FDY33,OUT018,2713.6545619522058
FDC15,OUT027,3854.214353175583
FDU01,OUT049,3040.2876021473194
NCU42,OUT046,2803.5661491221526
NCV29,OUT018,3109.033694645509
NCY30,OUT017,2722.2196497546365
FDQ46,OUT049,1774.4896600457998
FDG58,OUT027,3773.2622052713086
FDK33,OUT017,3285.262608368638
NCD07,OUT045,1261.4695255346307
NCX29,OUT027,3801.3712970810957
NCT42,OUT013,2325.993804087839
DRN59,OUT035,440.6300083104889
FDI44,OUT035,1100.4871954199593
FDA45,OUT049,2530.086760678866
FDP31,OUT045,950.2034822747603
FDY01,OUT046,1906.7932511392778
FDT09,OUT018,2481.580349054985
DRH03,OUT027,2914.265263764868
FDA36,OUT018,3330.581185250342
NCF31,OUT017,2259.1953724798836
FDG14,OUT049,2476.442516577852
FDG28,OUT027,5096.912537914993
FDU14,OUT049,3897.3890597264763
FDY47,OUT019,668.7467295255663
FDI56,OUT049,1629.740887581062
DRD01,OUT013,965.6709678095503
FDM22,OUT046,1063.2948310783095
FDH33,OUT013,451.65125411702587
DRZ24,OUT013,1470.5404131708183
NCQ38,OUT046,1915.2999888282013
FDO16,OUT027,2853.2716203223217
FDU07,OUT027,3834.3172509774176
NCB07,OUT013,2974.3982275690814
FDU48,OUT045,2191.0735618014623
NCM43,OUT045,2727.9021911533428
FDR31,OUT010,746.9885090327052
DRK49,OUT018,911.5663420441788
NCI30,OUT010,2209.016467388241
DRD60,OUT017,2735.4850321433796
NCG19,OUT046,3712.5013635258947
FDH12,OUT035,1707.1105302164028
FDM32,OUT035,1166.745273308853
FDM27,OUT035,2270.119840347944
NCU53,OUT027,3982.8751390945863
NCQ18,OUT046,1719.076175159013
FDS10,OUT013,2616.4504942893245
FDB33,OUT027,4074.0196767683765
FDI12,OUT013,1246.5166155724746
NCW42,OUT013,3364.892177057468
NCC06,OUT018,2461.057168069158
FDW02,OUT017,1755.4330856800523
NCD43,OUT017,1471.5616042881059
FDM57,OUT018,1718.7065939366416
FDA58,OUT017,3193.9641779940066
FDK56,OUT046,2757.9213049844384
FDP52,OUT045,3596.954341402672
FDW20,OUT018,2155.631998617266
FDS52,OUT049,1849.3090270533753
NCT29,OUT018,2246.238722683316
NCL54,OUT013,2105.739750346671
FDC05,OUT045,3176.8647819400503
FDF34,OUT035,3159.4294504758027
FDP03,OUT027,3458.598192438908
FDD32,OUT010,-402.3140205732683
FDZ10,OUT045,1944.8671685458621
FDZ40,OUT035,952.7310465256926
FDD51,OUT018,695.066832591469
NCY30,OUT019,1473.8492159433285
FDP58,OUT017,3044.5040330748834
FDV49,OUT017,4005.0322053927857
FDY24,OUT019,-914.8499540064975
NCO55,OUT017,1579.0330648399954
FDR13,OUT017,1840.5906087423257
FDS51,OUT017,745.2823533442518
FDP26,OUT045,1294.2633227634074
NCB54,OUT027,3527.117653750127
FDF32,OUT017,2551.4756683363375
FDN31,OUT018,3299.7606211549673
DRM48,OUT017,418.2524003099786
FDN20,OUT049,2644.8297639800503
DRL01,OUT046,3829.0159936504915
FDV56,OUT049,1915.5097698062818
DRH13,OUT027,3256.672029936981
FDA03,OUT017,2025.1462172983154
FDF47,OUT027,4837.76669599634
FDX32,OUT046,2403.190185700497
FDX57,OUT049,1563.348439323227
NCA30,OUT045,2793.64106217109
FDO49,OUT013,686.2659391692523
FDL04,OUT019,214.75078698934362
DRM48,OUT035,583.0473796130607
FDR16,OUT013,3157.7323474533996
NCC19,OUT018,3231.9216183687495
NCE42,OUT045,3576.665983084421
FDY24,OUT017,534.0426699126513
FDH19,OUT049,2908.6695339446924
FDJ46,OUT013,2375.766552641103
FDN45,OUT010,1694.42393235402
FDY08,OUT035,2240.523692276949
FDZ37,OUT035,1134.9620170530657
NCT30,OUT045,862.9497984162701
DRY23,OUT018,1094.9740771958177
NCZ30,OUT018,2244.666336299437
FDC44,OUT018,1884.2541910870805
FDB45,OUT035,1664.6581077507867
FDY04,OUT013,2592.3610390085933
FDM27,OUT046,2594.59725960213
FDZ43,OUT017,3564.5263228677068
FDT39,OUT019,1252.306281613396
NCC06,OUT019,777.5928825661578
FDL15,OUT027,3972.9313821053775
FDL57,OUT017,3918.3103376008457
FDU08,OUT046,1705.0631984054567
FDK40,OUT017,3469.9930040784748
FDQ12,OUT010,2013.2526179839065
FDS48,OUT017,2037.0524225191073
FDP09,OUT045,3445.9650575527376
FDW21,OUT049,1519.5340453346341
FDY25,OUT035,2527.0742681466245
DRE13,OUT017,1342.4717386106063
FDV43,OUT019,-703.2417303686971
FDD22,OUT045,1771.35749861815
FDM46,OUT019,95.787561906635
NCO30,OUT010,1130.2956895689522
FDM25,OUT046,2959.2364294730223
NCN41,OUT049,2144.637710422464
FDU24,OUT045,1173.5713331712666
FDZ50,OUT046,3098.388000157882
FDP45,OUT013,3972.0989142695416
NCM54,OUT045,1971.8127738143767
FDW10,OUT019,998.5432948565673
FDP20,OUT017,1748.2690838877577
FDK32,OUT046,2500.9288491070974
FDN52,OUT049,1531.494833700298
FDM58,OUT045,1737.8584672852116
FDZ46,OUT027,3123.3143407682255
NCA18,OUT018,2190.5552472095933
FDD35,OUT046,1851.803408080478
NCK31,OUT035,880.5122893762139
FDI40,OUT027,3085.6133942696524
FDT50,OUT019,82.62923212819146
NCT06,OUT046,2662.0650981729577
FDT31,OUT035,3033.899797882623
FDT45,OUT049,828.01166081407
FDT13,OUT045,2854.3186991778703
FDO50,OUT045,1114.1342599311602
NCU18,OUT010,608.6133773536426
NCR54,OUT049,3009.959552977173
NCO18,OUT018,3239.737594614655
FDU09,OUT045,1007.9352975325429
FDT13,OUT018,3170.3006060304588
FDE09,OUT046,1980.5692544836995
NCK53,OUT019,159.54594116641692
FDG45,OUT049,3349.500236880178
DRH15,OUT035,568.9817975682276
FDO21,OUT019,2259.0822393486483
FDD14,OUT027,4351.814985647405
FDC09,OUT046,1931.9615058036613
FDH45,OUT027,2208.4112358095936
FDV32,OUT046,1253.503379143442
FDG12,OUT035,1438.970148203203
FDS32,OUT013,2190.940828666744
NCL55,OUT018,3917.3665756413548
DRE01,OUT035,3746.3261337360664
DRE15,OUT049,1231.517490858461
NCL42,OUT045,3791.32874969346
FDP31,OUT013,846.4784347029378
FDN33,OUT018,1739.0883601208575
FDZ59,OUT046,2917.402430485833
FDE45,OUT010,1012.5555041127045
FDJ07,OUT013,1706.2850533774754
FDQ45,OUT018,3017.709796122048
FDM33,OUT027,4736.367192541603
FDO15,OUT010,-279.71234744464164
FDM46,OUT013,1434.0123719716548
FDR03,OUT045,3032.1701783924673
FDY49,OUT018,3053.739011184288
FDQ60,OUT045,1945.4606456033107
FDW10,OUT049,2778.414037676862
FDO51,OUT049,775.7923772283586
FDJ40,OUT018,2022.2315197169685
FDS20,OUT018,3107.110872381574
FDU45,OUT013,1883.4289020836716
FDV02,OUT035,2530.9457482802927
FDN09,OUT046,3864.502023618019
NCM55,OUT027,4385.974520829884
FDN23,OUT018,2567.2273613921125
FDY31,OUT010,709.6075348314921
FDW03,OUT010,191.96713263633546
FDD14,OUT046,3081.4401559450052
FDV23,OUT017,1641.2872377436472
DRI03,OUT045,2668.896712587237
FDN13,OUT035,1486.3860996205656
FDF45,OUT027,2417.959600203765
FDU46,OUT035,1464.9310616444104
FDB57,OUT049,3701.9927536502155
FDV12,OUT049,1656.8886845587674
FDQ58,OUT013,1847.2631540299033
NCA18,OUT017,1663.1575892752835
FDH52,OUT049,1085.3639800599456
FDM24,OUT018,2593.766757959589
NCP43,OUT027,4335.697386915218
NCO18,OUT019,1559.1447483032944
FDM32,OUT017,1011.5319856724293
NCL07,OUT017,321.9975108869583
FDK03,OUT013,3959.717233763813
FDP59,OUT017,1582.6495568670732
FDQ24,OUT049,3937.153661608999
FDQ16,OUT018,2090.504139618046
FDU44,OUT013,2547.494221761047
FDH28,OUT010,-1188.1497713314707
FDV28,OUT019,-1225.398332868349
FDM22,OUT045,926.1193574941788
FDR56,OUT046,3311.6534636464794
FDV39,OUT049,2971.0023507824644
FDU37,OUT019,-362.1051929956503
FDQ11,OUT010,3184.3970010679413
FDX02,OUT045,3426.373290231879
NCS42,OUT018,1812.8153625929297
FDY57,OUT027,2874.0869451248054
FDB21,OUT049,3710.5565022270766
FDE28,OUT017,3241.3589766396435
FDQ55,OUT017,1610.713679338565
FDA48,OUT049,3472.845905874751
FDZ19,OUT045,2751.3705453178673
NCC43,OUT045,3807.9989734950495
NCV18,OUT046,1496.459470465718
NCA42,OUT018,2505.556516515942
FDY45,OUT046,3885.7748472522644
NCC30,OUT045,2850.3640434801328
FDM57,OUT013,1368.0360910609043
FDL09,OUT010,977.2875131496983
FDB09,OUT027,3537.8645567181793
FDT44,OUT035,1715.0455178272355
NCT06,OUT027,3912.902042042967
FDX26,OUT049,2937.3859702150767
FDK32,OUT013,2269.9339467802242
DRA12,OUT046,2158.490227798889
FDO46,OUT010,1058.7916537846827
FDE52,OUT013,1098.8609894852832
NCH42,OUT045,3733.567447469074
FDV08,OUT035,170.51835336003148
FDB47,OUT018,3637.7267196837847
FDC28,OUT010,-531.9279480914455
FDD22,OUT046,1986.6663184386875
FDS07,OUT027,2952.9948011480064
DRI13,OUT045,3388.5255910557153
FDG32,OUT018,3746.1327681921102
FDU14,OUT017,3599.7876750843343
FDD28,OUT019,-1033.6935873907746
NCP41,OUT017,1667.9342944203474
FDS08,OUT049,2971.363746550108
FDX47,OUT045,2672.545314910476
FDC53,OUT019,414.37749887436155
FDQ19,OUT035,3696.393306952903
FDL14,OUT045,2631.6314921735975
FDM33,OUT019,1775.9800399153619
FDA51,OUT045,1701.2018624778154
FDZ27,OUT018,879.5110355273233
FDT04,OUT046,533.8365126653163
DRC13,OUT049,1903.7271039387806
FDR16,OUT027,4715.775050413365
FDQ03,OUT027,5017.584968311972
FDE38,OUT035,2644.197946904271
DRH23,OUT027,2299.485823809718
FDT11,OUT019,1800.781877243576
FDD09,OUT035,2668.585483526459
FDR40,OUT045,1335.4634634182075
FDX07,OUT017,2259.3969386644285
FDR07,OUT035,1573.4616136589466
FDA51,OUT017,1517.2518678414986
FDT59,OUT019,2194.1252875122486
FDF20,OUT017,2992.956807905478
FDR13,OUT045,2011.0965284929598
FDY26,OUT049,3493.378900666764
FDW04,OUT017,1628.1622473534062
FDK52,OUT017,3168.892165086897
FDN60,OUT049,2582.994478096706
FDM09,OUT019,1457.5519001873245
FDP46,OUT049,1171.6018772300472
FDB50,OUT019,-235.53960641490391
NCQ29,OUT049,4094.346062732945
FDP16,OUT027,5320.175929900933
FDX33,OUT018,2788.0246489909287
FDP07,OUT010,2154.576867471012
FDN22,OUT046,3820.8486472535596
FDF39,OUT049,4205.527175280906
FDS21,OUT017,966.9012436631658
NCM42,OUT013,1674.2717402164717
FDK50,OUT019,969.4104234338496
DRF13,OUT027,3700.9762008423986
FDH35,OUT018,2750.8047782935437
FDP60,OUT018,1318.6503608000808
DRJ49,OUT027,3291.5417377289314
NCT42,OUT019,1008.7194635869308
FDE38,OUT049,2795.3086283774046
FDI04,OUT049,3371.7088664295434
NCH54,OUT045,2594.5999623546168
FDT56,OUT049,1170.1806904904902
DRD15,OUT018,4100.213502873905
FDV58,OUT013,2834.2566609086225
FDP21,OUT049,3236.185256562144
FDH05,OUT013,3627.793861096564
FDR10,OUT027,4043.866074100344
NCP06,OUT045,2380.564133424693
FDF33,OUT049,1693.139647499176
DRK37,OUT013,2867.420096611724
DRH49,OUT045,1325.2276681774615
FDT58,OUT013,2569.180718150832
FDD41,OUT018,1933.0238163424474
FDP40,OUT018,2183.441929783129
FDM51,OUT027,3027.115467911718
FDO45,OUT010,-282.7292710897269
FDW33,OUT010,-99.70249363961864
FDY24,OUT045,819.824080926107
FDB10,OUT010,1692.0342765679147
FDM40,OUT035,1977.8684815327224
NCI06,OUT017,2756.1369725336353
FDW12,OUT019,886.0476426146851
FDX48,OUT027,4056.194661012468
NCW05,OUT027,3084.700057370357
FDX27,OUT017,1187.641065147519
DRM37,OUT045,3101.0484047702357
FDA38,OUT045,3927.1639074978566
FDR36,OUT046,887.8270349592258
FDZ45,OUT046,3282.8635156943974
FDG05,OUT017,2045.117411613036
FDK28,OUT013,4000.9059785020463
FDV47,OUT045,1248.4156964184754
FDN21,OUT045,2392.984411218762
FDP20,OUT027,3379.3759464262766
FDI35,OUT045,2793.1496546919434
DRY23,OUT013,728.9231220591573
FDA56,OUT017,1813.0300232497898
FDB09,OUT013,1993.3763695679863
NCO26,OUT027,3313.7696159057195
FDQ49,OUT018,2822.2901355942377
FDI52,OUT027,3261.9996663685833
FDZ44,OUT027,3431.556972303335
FDZ09,OUT018,2883.769540045736
FDY03,OUT049,2038.3626264815764
NCG42,OUT017,1720.1776082916863
DRI13,OUT027,4848.280891637929
FDQ32,OUT013,2006.3700993699706
FDW16,OUT035,1568.9216425106358
FDU27,OUT046,784.4042402871851
FDR28,OUT010,916.7313232048446
FDQ49,OUT010,747.4843078933313
FDS37,OUT046,2078.035964947093
FDW26,OUT018,3896.9893716333727
FDX12,OUT018,3829.488789970753
NCP06,OUT013,2322.7924991850914
FDW45,OUT010,565.9026685822287
NCN30,OUT049,1651.5977985445322
FDN24,OUT049,957.0922777558771
NCL41,OUT027,2034.095687252159
FDR02,OUT019,527.0497167504357
FDD09,OUT010,881.7708981022129
FDS33,OUT010,516.4974563941839
FDU22,OUT045,1750.038170401736
FDI53,OUT013,2357.126373914469
DRH01,OUT049,2902.088686631123
FDX32,OUT013,2086.946591456466
NCP30,OUT018,892.5948191796061
FDB60,OUT045,3212.3904526602546
FDB14,OUT049,1474.9840795928308
NCP02,OUT035,1005.0036682900883
FDJ10,OUT017,2137.8345464009426
FDG34,OUT046,1935.1210320635423
NCB18,OUT017,1308.4874017399916
FDM16,OUT049,1295.5157650121457
FDW25,OUT018,1706.315842809588
FDB35,OUT010,-103.68438823058011
DRN11,OUT013,2068.9090795948796
FDF41,OUT019,2539.347658588382
FDH16,OUT045,1441.0253155041091
NCQ50,OUT018,3360.1337149049996
DRH23,OUT018,1167.709540245823
DRJ37,OUT013,2277.205208579869
DRJ24,OUT027,4449.9833870666735
FDY16,OUT035,2539.069316395484
FDQ27,OUT045,1629.9381154839828
FDZ33,OUT045,2195.6343889606514
FDF29,OUT045,2185.3927335275475
FDA08,OUT049,2614.68142275448
FDG31,OUT046,1172.3840220225554
FDE34,OUT019,2418.025694936419
NCR30,OUT027,2583.111567280581
FDV33,OUT035,3997.032761265583
DRZ24,OUT018,2176.7433920161957
NCL54,OUT035,2082.3271616642005
FDR12,OUT049,3004.945187152737
NCC54,OUT046,4039.2436986647363
DRN59,OUT013,629.6270718944287
FDX50,OUT019,465.98851875555
FDV31,OUT027,4084.6731461449135
NCA29,OUT027,4164.038270204255
FDW60,OUT049,2902.1824265339965
FDX08,OUT017,2804.996317182825
DRD49,OUT013,3508.485030729331
FDD33,OUT046,3440.3500203517697
FDW35,OUT013,693.0201922393749
FDJ36,OUT017,1464.6593903479466
FDV51,OUT035,2608.4039683758965
FDW36,OUT046,1915.3787874342404
FDH35,OUT046,2645.8433139643594
NCS30,OUT027,3355.720330830358
FDN49,OUT017,460.631167341443
FDL08,OUT018,3884.6668240195413
FDI09,OUT013,3389.92672334117
FDP19,OUT018,1938.2475666757912
FDU21,OUT010,-1021.1137137802464
NCP41,OUT045,1836.855383912945
FDY10,OUT013,1746.5140050364241
FDP12,OUT018,906.203030447068
NCN26,OUT049,1626.3849705430837
FDK44,OUT013,2495.8220566519285
FDC28,OUT049,1536.5949590850548
FDJ41,OUT027,5705.334797273212
NCT29,OUT035,1940.676696623328
NCH42,OUT019,2356.456630127072
FDU60,OUT018,2853.653042704551
FDS02,OUT045,2713.6179628756545
FDC51,OUT046,2097.1413583563035
FDU03,OUT013,2685.409319509159
FDX39,OUT045,3410.772965538774
NCY05,OUT010,-1120.1315433239151
NCL06,OUT027,5519.075968873613
FDD32,OUT035,1212.0946168790558
NCN41,OUT045,2043.3444845257613
NCX53,OUT049,2218.158736027106
FDU57,OUT019,1130.6607049053432
FDQ23,OUT046,1908.0588254869115
FDQ52,OUT045,3876.095400790903
FDC14,OUT045,712.7799028422395
FDY09,OUT035,2733.4042646680036
FDQ28,OUT045,2502.2803938379107
FDV25,OUT046,3550.9515205392463
FDJ07,OUT035,1697.1406099485266
DRB25,OUT049,1920.3384377375685
FDK52,OUT019,1766.4661309418714
FDY52,OUT027,2341.353862571893
FDB28,OUT046,3299.3760231796587
FDT36,OUT035,205.2700661663411
FDV25,OUT017,3184.2123821055256
NCN07,OUT027,3615.5185162842645
FDC57,OUT017,2996.150010663813
FDQ03,OUT018,3891.2933213567576
FDU23,OUT017,2328.225723365138
NCX41,OUT035,3185.14215309228
NCD06,OUT035,709.9998857292353
FDW08,OUT045,1338.2724884243275
NCU29,OUT017,2222.741914408598
NCE06,OUT013,2542.057773914017
FDV52,OUT010,19.524727549412717
FDB02,OUT017,2585.6406681316084
NCR18,OUT045,646.4458616144543
FDK16,OUT049,1492.094319818725
NCQ29,OUT010,2169.910412268144
FDZ01,OUT019,548.3487113713071
FDW27,OUT035,2297.599148175739
FDD17,OUT018,4048.088344123531
FDW39,OUT013,2274.7978350635003
DRH59,OUT045,1071.8388779757313
FDS52,OUT013,1691.506113314957
FDU40,OUT027,4622.314896005623
NCF54,OUT013,2756.2886565678164
FDH46,OUT045,1737.6347855699175
NCP14,OUT049,1731.9008234619173
FDH50,OUT049,2926.9914396796894
DRF15,OUT010,665.5336103783624
FDV27,OUT027,3060.074870304028
NCJ06,OUT049,2112.2762645910416
FDN02,OUT018,3545.63034924818
FDQ51,OUT049,602.1877570379928
FDQ07,OUT017,3363.5187447331255
FDS45,OUT049,1965.9963749726405
NCJ06,OUT045,2028.0437230810826
FDD36,OUT035,1858.415464719831
FDY25,OUT045,2602.515817961488
FDU52,OUT046,2515.131694146108
DRK47,OUT017,3425.6617262088557
NCL30,OUT017,1748.819683593108
FDN22,OUT035,3594.6940656574534
