Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCH29,OUT046,1517.634856621005
FDU58,OUT013,3087.507511282049
FDY27,OUT017,2736.9684298755196
FDV56,OUT035,1740.9861528571435
FDT59,OUT046,4109.900606217616
FDB23,OUT046,3753.0000993630574
FDR49,OUT045,754.5960957264954
FDB03,OUT010,542.9755395973152
FDN39,OUT045,2811.1814032128523
FDX02,OUT027,5669.163351428571
FDQ16,OUT027,3175.335988157896
FDU35,OUT018,1517.634856621005
NCT29,OUT013,1936.5082478260865
FDZ27,OUT046,754.5960957264954
FDN57,OUT017,2054.2157066202085
FDA03,OUT018,2346.648786938778
FDZ36,OUT045,3389.226979354837
NCU05,OUT013,1248.2233455555556
FDT39,OUT018,2346.648786938778
FDK60,OUT017,1517.634856621005
FDZ25,OUT017,2811.1814032128523
FDG12,OUT046,2202.29902011173
DRB01,OUT019,542.9755395973152
NCC43,OUT027,5669.163351428571
FDX13,OUT019,542.9755395973152
FDM22,OUT049,876.3205797979801
FDJ03,OUT027,1378.2631852760744
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,384.4886739837401
FDP27,OUT046,3087.507511282049
FDO38,OUT010,130.33349056603777
FDE28,OUT027,5669.163351428571
FDO27,OUT035,1517.634856621005
DRL23,OUT027,3175.335988157896
FDS28,OUT046,876.3205797979801
FDX24,OUT013,1248.2233455555556
FDZ02,OUT035,1517.634856621005
FDL46,OUT045,1874.4309598591553
FDS60,OUT027,5669.163351428571
NCO06,OUT017,544.79085
FDO16,OUT035,1364.0491539906106
FDC60,OUT049,1443.524701863354
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5669.163351428571
FDK27,OUT045,2202.29902011173
FDW23,OUT018,544.79085
FDM14,OUT018,1583.2724
FDM14,OUT013,1583.2724
FDW60,OUT018,2736.9684298755196
FDE21,OUT013,1874.4309598591553
NCM42,OUT035,1740.9861528571435
FDY59,OUT010,230.00859181286557
DRI49,OUT049,1248.2233455555556
FDT28,OUT019,384.4886739837401
FDQ22,OUT018,544.79085
FDR60,OUT049,1248.2233455555556
FDC50,OUT019,230.00859181286557
FDV24,OUT013,2346.648786938778
DRF48,OUT010,542.9755395973152
FDQ47,OUT046,643.5588362068964
DRN36,OUT049,1517.634856621005
NCY06,OUT035,2054.2157066202085
FDE52,OUT035,1364.0491539906106
NCB54,OUT045,2054.2157066202085
NCF31,OUT035,2539.394235877861
FDJ08,OUT027,5669.163351428571
NCC07,OUT017,1740.9861528571435
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1874.4309598591553
FDM20,OUT045,4109.900606217616
NCI06,OUT010,384.4886739837401
DRM11,OUT035,4425.298447058823
NCH07,OUT018,2346.648786938778
FDS23,OUT013,1936.5082478260865
FDO49,OUT018,754.5960957264954
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1364.0491539906106
DRI39,OUT049,876.3205797979801
FDV04,OUT017,2384.015126168225
NCN14,OUT035,2880.9695613636386
FDH08,OUT013,4109.900606217616
FDS20,OUT046,3389.226979354837
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,230.00859181286557
FDS24,OUT027,2513.0798546666674
FDK44,OUT049,2997.407679041917
FDS48,OUT045,2539.394235877861
FDK26,OUT010,542.9755395973152
FDD23,OUT045,3087.507511282049
NCH54,OUT017,2811.1814032128523
NCP14,OUT010,230.00859181286557
FDM60,OUT010,130.33349056603777
FDV24,OUT017,2384.015126168225
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428571
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,5669.163351428571
FDC09,OUT035,1740.9861528571435
FDF50,OUT018,3087.507511282049
FDG28,OUT035,4109.900606217616
NCE19,OUT017,876.3205797979801
NCM53,OUT010,230.00859181286557
NCN18,OUT049,1740.9861528571435
FDF32,OUT035,3087.507511282049
FDF11,OUT013,4109.900606217616
DRI59,OUT049,3753.0000993630574
NCG54,OUT035,2811.1814032128523
FDM44,OUT046,1583.2724
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2384.015126168225
FDI50,OUT019,542.9755395973152
FDS09,OUT035,754.5960957264954
NCC31,OUT027,4117.317712631578
FDQ07,OUT019,542.9755395973152
FDC22,OUT017,3087.507511282049
FDZ56,OUT046,2811.1814032128523
FDZ40,OUT019,130.33349056603777
FDS46,OUT027,3175.335988157896
DRD24,OUT045,2202.29902011173
FDV45,OUT017,3087.507511282049
FDL26,OUT045,2539.394235877861
FDA56,OUT018,1936.5082478260865
FDN27,OUT046,1874.4309598591553
FDM20,OUT049,4109.900606217616
FDO16,OUT017,1364.0491539906106
FDL03,OUT035,2880.9695613636386
FDE58,OUT046,1874.4309598591553
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603777
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1364.0491539906106
FDR45,OUT013,4109.900606217616
NCN07,OUT017,2202.29902011173
FDM51,OUT019,230.00859181286557
FDT52,OUT027,5669.163351428571
FDL26,OUT046,2539.394235877861
NCZ42,OUT046,4109.900606217616
DRI47,OUT019,384.4886739837401
FDW40,OUT013,1936.5082478260865
FDN34,OUT046,2811.1814032128523
FDS01,OUT035,2736.9684298755196
NCG55,OUT045,1874.4309598591553
FDC11,OUT035,1364.0491539906106
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2811.1814032128523
FDR09,OUT019,542.9755395973152
FDC53,OUT017,1517.634856621005
FDY45,OUT013,4425.298447058823
FDA22,OUT010,384.4886739837401
FDE02,OUT035,1517.634856621005
FDW21,OUT045,1740.9861528571435
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1740.9861528571435
NCW17,OUT017,2202.29902011173
NCK54,OUT046,1874.4309598591553
FDG17,OUT019,542.9755395973152
FDG35,OUT017,2997.407679041917
FDD08,OUT010,130.33349056603777
NCO07,OUT017,3753.0000993630574
FDJ10,OUT010,286.4177705128206
FDW36,OUT017,1583.2724
FDW21,OUT010,230.00859181286557
FDY19,OUT017,1874.4309598591553
DRE03,OUT013,754.5960957264954
NCC55,OUT049,643.5588362068964
FDH52,OUT010,130.33349056603777
FDO09,OUT017,4425.298447058823
FDU43,OUT045,4109.900606217616
FDX09,OUT010,384.4886739837401
FDH40,OUT019,230.00859181286557
FDW58,OUT017,1583.2724
FDC47,OUT017,3593.141235125451
NCR41,OUT035,1517.634856621005
DRG49,OUT035,3593.141235125451
FDC52,OUT027,4117.317712631578
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,544.79085
FDI35,OUT017,3389.226979354837
NCU18,OUT049,2054.2157066202085
FDY33,OUT018,2346.648786938778
FDC15,OUT027,4117.317712631578
FDU01,OUT049,2880.9695613636386
NCU42,OUT046,2811.1814032128523
NCV29,OUT018,2736.9684298755196
NCY30,OUT017,2880.9695613636386
FDQ46,OUT049,1583.2724
FDG58,OUT027,4117.317712631578
FDK33,OUT017,3753.0000993630574
NCD07,OUT045,1874.4309598591553
NCX29,OUT027,4117.317712631578
NCT42,OUT013,2346.648786938778
DRN59,OUT035,754.5960957264954
FDI44,OUT035,1364.0491539906106
FDA45,OUT049,2736.9684298755196
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1874.4309598591553
FDT09,OUT018,1936.5082478260865
DRH03,OUT027,2513.0798546666674
FDA36,OUT018,3087.507511282049
NCF31,OUT017,2539.394235877861
FDG14,OUT049,2539.394235877861
FDG28,OUT027,5669.163351428571
FDU14,OUT049,4027.3409750000005
FDY47,OUT019,286.4177705128206
FDI56,OUT049,1443.524701863354
DRD01,OUT013,876.3205797979801
FDM22,OUT046,876.3205797979801
FDH33,OUT013,544.79085
DRZ24,OUT013,1874.4309598591553
NCQ38,OUT046,1740.9861528571435
FDO16,OUT027,2513.0798546666674
FDU07,OUT027,4117.317712631578
NCB07,OUT013,2880.9695613636386
FDU48,OUT045,2054.2157066202085
NCM43,OUT045,2811.1814032128523
FDR31,OUT010,384.4886739837401
DRK49,OUT018,544.79085
NCI30,OUT010,542.9755395973152
DRD60,OUT017,3389.226979354837
NCG19,OUT046,3593.141235125451
FDH12,OUT035,1583.2724
FDM32,OUT035,1364.0491539906106
FDM27,OUT035,2539.394235877861
NCU53,OUT027,4117.317712631578
NCQ18,OUT046,1517.634856621005
FDS10,OUT013,2736.9684298755196
FDB33,OUT027,4117.317712631578
FDI12,OUT013,1248.2233455555556
NCW42,OUT013,3753.0000993630574
NCC06,OUT018,1936.5082478260865
FDW02,OUT017,2202.29902011173
NCD43,OUT017,1740.9861528571435
FDM57,OUT018,1248.2233455555556
FDA58,OUT017,3593.141235125451
FDK56,OUT046,3389.226979354837
FDP52,OUT045,4109.900606217616
FDW20,OUT018,1936.5082478260865
FDS52,OUT049,1583.2724
NCT29,OUT018,1936.5082478260865
NCL54,OUT013,2736.9684298755196
FDC05,OUT045,3087.507511282049
FDF34,OUT035,3087.507511282049
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.00859181286557
FDZ10,OUT045,2054.2157066202085
FDZ40,OUT035,876.3205797979801
FDD51,OUT018,544.79085
NCY30,OUT019,384.4886739837401
FDP58,OUT017,3593.141235125451
FDV49,OUT017,4425.298447058823
FDY24,OUT019,130.33349056603777
NCO55,OUT017,1740.9861528571435
FDR13,OUT017,1874.4309598591553
FDS51,OUT017,876.3205797979801
FDP26,OUT045,1583.2724
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.507511282049
FDN31,OUT018,3087.507511282049
DRM48,OUT017,544.79085
FDN20,OUT049,2811.1814032128523
DRL01,OUT046,3593.141235125451
FDV56,OUT049,1740.9861528571435
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.394235877861
FDF47,OUT027,5669.163351428571
FDX32,OUT046,2539.394235877861
FDX57,OUT049,1517.634856621005
NCA30,OUT045,2880.9695613636386
FDO49,OUT013,754.5960957264954
FDL04,OUT019,230.00859181286557
DRM48,OUT035,643.5588362068964
FDR16,OUT013,3593.141235125451
NCC19,OUT018,3087.507511282049
NCE42,OUT045,4109.900606217616
FDY24,OUT017,876.3205797979801
FDH19,OUT049,2736.9684298755196
FDJ46,OUT013,2997.407679041917
FDN45,OUT010,542.9755395973152
FDY08,OUT035,2054.2157066202085
FDZ37,OUT035,1364.0491539906106
NCT30,OUT045,754.5960957264954
DRY23,OUT018,544.79085
NCZ30,OUT018,1936.5082478260865
FDC44,OUT018,1874.4309598591553
FDB45,OUT035,1583.2724
FDY04,OUT013,2346.648786938778
FDM27,OUT046,2811.1814032128523
FDZ43,OUT017,4109.900606217616
FDT39,OUT019,384.4886739837401
NCC06,OUT019,286.4177705128206
FDL15,OUT027,4117.317712631578
FDL57,OUT017,4425.298447058823
FDU08,OUT046,1517.634856621005
FDK40,OUT017,4425.298447058823
FDQ12,OUT010,542.9755395973152
FDS48,OUT017,2539.394235877861
FDP09,OUT045,3753.0000993630574
FDW21,OUT049,1517.634856621005
FDY25,OUT035,3389.226979354837
DRE13,OUT017,1443.524701863354
FDV43,OUT019,130.33349056603777
FDD22,OUT045,1583.2724
FDM46,OUT019,230.00859181286557
NCO30,OUT010,542.9755395973152
FDM25,OUT046,2997.407679041917
NCN41,OUT049,2054.2157066202085
FDU24,OUT045,1364.0491539906106
FDZ50,OUT046,3389.226979354837
FDP45,OUT013,4425.298447058823
NCM54,OUT045,2054.2157066202085
FDW10,OUT019,384.4886739837401
FDP20,OUT017,2054.2157066202085
FDK32,OUT046,2539.394235877861
FDN52,OUT049,1248.2233455555556
FDM58,OUT045,1740.9861528571435
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.4309598591553
FDD35,OUT046,2202.29902011173
NCK31,OUT035,754.5960957264954
FDI40,OUT027,2513.0798546666674
FDT50,OUT019,230.00859181286557
NCT06,OUT046,2811.1814032128523
FDT31,OUT035,2880.9695613636386
FDT45,OUT049,876.3205797979801
FDT13,OUT045,3087.507511282049
FDO50,OUT045,1364.0491539906106
NCU18,OUT010,286.4177705128206
NCR54,OUT049,3087.507511282049
NCO18,OUT018,2736.9684298755196
FDU09,OUT045,876.3205797979801
FDT13,OUT018,3087.507511282049
FDE09,OUT046,1583.2724
NCK53,OUT019,230.00859181286557
FDG45,OUT049,3593.141235125451
DRH15,OUT035,643.5588362068964
FDO21,OUT019,542.9755395973152
FDD14,OUT027,5669.163351428571
FDC09,OUT046,1740.9861528571435
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,1874.4309598591553
FDS32,OUT013,1936.5082478260865
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3593.141235125451
DRE15,OUT049,1248.2233455555556
NCL42,OUT045,4109.900606217616
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1248.2233455555556
FDZ59,OUT046,2384.015126168225
FDE45,OUT010,384.4886739837401
FDJ07,OUT013,1874.4309598591553
FDQ45,OUT018,3389.226979354837
FDM33,OUT027,5669.163351428571
FDO15,OUT010,130.33349056603777
FDM46,OUT013,1443.524701863354
FDR03,OUT045,3753.0000993630574
FDY49,OUT018,2346.648786938778
FDQ60,OUT045,1874.4309598591553
FDW10,OUT049,2736.9684298755196
FDO51,OUT049,643.5588362068964
FDJ40,OUT018,1740.9861528571435
FDS20,OUT018,3389.226979354837
FDU45,OUT013,1874.4309598591553
FDV02,OUT035,2811.1814032128523
FDN09,OUT046,4109.900606217616
NCM55,OUT027,5669.163351428571
FDN23,OUT018,2346.648786938778
FDY31,OUT010,384.4886739837401
FDW03,OUT010,230.00859181286557
FDD14,OUT046,2880.9695613636386
FDV23,OUT017,2054.2157066202085
DRI03,OUT045,2736.9684298755196
FDN13,OUT035,1517.634856621005
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1364.0491539906106
FDB57,OUT049,3753.0000993630574
FDV12,OUT049,1517.634856621005
FDQ58,OUT013,2346.648786938778
NCA18,OUT017,1874.4309598591553
FDH52,OUT049,876.3205797979801
FDM24,OUT018,2346.648786938778
NCP43,OUT027,5669.163351428571
NCO18,OUT019,384.4886739837401
FDM32,OUT017,1364.0491539906106
NCL07,OUT017,544.79085
FDK03,OUT013,4425.298447058823
FDP59,OUT017,1740.9861528571435
FDQ24,OUT049,4027.3409750000005
FDQ16,OUT018,1583.2724
FDU44,OUT013,2346.648786938778
FDH28,OUT010,130.33349056603777
FDV28,OUT019,130.33349056603777
FDM22,OUT045,876.3205797979801
FDR56,OUT046,3087.507511282049
FDV39,OUT049,3087.507511282049
FDU37,OUT019,130.33349056603777
FDQ11,OUT010,542.9755395973152
FDX02,OUT045,3753.0000993630574
NCS42,OUT018,1248.2233455555556
FDY57,OUT027,2513.0798546666674
FDB21,OUT049,3593.141235125451
FDE28,OUT017,3593.141235125451
FDQ55,OUT017,1874.4309598591553
FDA48,OUT049,3593.141235125451
FDZ19,OUT045,2997.407679041917
NCC43,OUT045,4027.3409750000005
NCV18,OUT046,1443.524701863354
NCA42,OUT018,2346.648786938778
FDY45,OUT046,4027.3409750000005
NCC30,OUT045,2736.9684298755196
FDM57,OUT013,1443.524701863354
FDL09,OUT010,384.4886739837401
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.4309598591553
NCT06,OUT027,4117.317712631578
FDX26,OUT049,3389.226979354837
FDK32,OUT013,2346.648786938778
DRA12,OUT046,2202.29902011173
FDO46,OUT010,542.9755395973152
FDE52,OUT013,1248.2233455555556
NCH42,OUT045,4109.900606217616
FDV08,OUT035,643.5588362068964
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,230.00859181286557
FDD22,OUT046,1874.4309598591553
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3753.0000993630574
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4425.298447058823
FDD28,OUT019,130.33349056603777
NCP41,OUT017,1740.9861528571435
FDS08,OUT049,2736.9684298755196
FDX47,OUT045,2384.015126168225
FDC53,OUT019,230.00859181286557
FDQ19,OUT035,4109.900606217616
FDL14,OUT045,2384.015126168225
FDM33,OUT019,542.9755395973152
FDA51,OUT045,1874.4309598591553
FDZ27,OUT018,754.5960957264954
FDT04,OUT046,643.5588362068964
DRC13,OUT049,2202.29902011173
FDR16,OUT027,5669.163351428571
FDQ03,OUT027,5669.163351428571
FDE38,OUT035,2384.015126168225
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,542.9755395973152
FDD09,OUT035,2736.9684298755196
FDR40,OUT045,1364.0491539906106
FDX07,OUT017,2880.9695613636386
FDR07,OUT035,1517.634856621005
FDA51,OUT017,1874.4309598591553
FDT59,OUT019,542.9755395973152
FDF20,OUT017,3087.507511282049
FDR13,OUT045,1874.4309598591553
FDY26,OUT049,3753.0000993630574
FDW04,OUT017,2054.2157066202085
FDK52,OUT017,3593.141235125451
FDN60,OUT049,2811.1814032128523
FDM09,OUT019,384.4886739837401
FDP46,OUT049,1248.2233455555556
FDB50,OUT019,130.33349056603777
NCQ29,OUT049,4027.3409750000005
FDP16,OUT027,5669.163351428571
FDX33,OUT018,2346.648786938778
FDP07,OUT010,542.9755395973152
FDN22,OUT046,4027.3409750000005
FDF39,OUT049,4027.3409750000005
FDS21,OUT017,876.3205797979801
NCM42,OUT013,1740.9861528571435
FDK50,OUT019,384.4886739837401
DRF13,OUT027,4117.317712631578
FDH35,OUT018,2346.648786938778
FDP60,OUT018,1517.634856621005
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.4886739837401
FDE38,OUT049,2384.015126168225
FDI04,OUT049,3087.507511282049
NCH54,OUT045,2811.1814032128523
FDT56,OUT049,876.3205797979801
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2880.9695613636386
FDP21,OUT049,3087.507511282049
FDH05,OUT013,3593.141235125451
FDR10,OUT027,4117.317712631578
NCP06,OUT045,2539.394235877861
FDF33,OUT049,1583.2724
DRK37,OUT013,3087.507511282049
DRH49,OUT045,1364.0491539906106
FDT58,OUT013,2346.648786938778
FDD41,OUT018,1740.9861528571435
FDP40,OUT018,1740.9861528571435
FDM51,OUT027,2513.0798546666674
FDO45,OUT010,230.00859181286557
FDW33,OUT010,230.00859181286557
FDY24,OUT045,876.3205797979801
FDB10,OUT010,542.9755395973152
FDM40,OUT035,2054.2157066202085
NCI06,OUT017,3389.226979354837
FDW12,OUT019,384.4886739837401
FDX48,OUT027,4117.317712631578
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1517.634856621005
DRM37,OUT045,3087.507511282049
FDA38,OUT045,4109.900606217616
FDR36,OUT046,643.5588362068964
FDZ45,OUT046,3087.507511282049
FDG05,OUT017,2811.1814032128523
FDK28,OUT013,4425.298447058823
FDV47,OUT045,1364.0491539906106
FDN21,OUT045,2811.1814032128523
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.226979354837
DRY23,OUT013,544.79085
FDA56,OUT017,2202.29902011173
FDB09,OUT013,1936.5082478260865
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.648786938778
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.648786938778
FDY03,OUT049,1874.4309598591553
NCG42,OUT017,2202.29902011173
DRI13,OUT027,5669.163351428571
FDQ32,OUT013,1936.5082478260865
FDW16,OUT035,1443.524701863354
FDU27,OUT046,754.5960957264954
FDR28,OUT010,384.4886739837401
FDQ49,OUT010,384.4886739837401
FDS37,OUT046,1874.4309598591553
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2346.648786938778
FDW45,OUT010,384.4886739837401
NCN30,OUT049,1517.634856621005
FDN24,OUT049,876.3205797979801
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,230.00859181286557
FDD09,OUT010,384.4886739837401
FDS33,OUT010,230.00859181286557
FDU22,OUT045,2054.2157066202085
FDI53,OUT013,2346.648786938778
DRH01,OUT049,2736.9684298755196
FDX32,OUT013,1936.5082478260865
NCP30,OUT018,544.79085
FDB60,OUT045,3087.507511282049
FDB14,OUT049,1248.2233455555556
NCP02,OUT035,876.3205797979801
FDJ10,OUT017,2054.2157066202085
FDG34,OUT046,1740.9861528571435
NCB18,OUT017,1443.524701863354
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1248.2233455555556
FDB35,OUT010,230.00859181286557
DRN11,OUT013,1936.5082478260865
FDF41,OUT019,542.9755395973152
FDH16,OUT045,1364.0491539906106
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,876.3205797979801
DRJ37,OUT013,2346.648786938778
DRJ24,OUT027,5669.163351428571
FDY16,OUT035,2880.9695613636386
FDQ27,OUT045,1740.9861528571435
FDZ33,OUT045,2539.394235877861
FDF29,OUT045,2202.29902011173
FDA08,OUT049,2811.1814032128523
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,542.9755395973152
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4425.298447058823
DRZ24,OUT018,1936.5082478260865
NCL54,OUT035,2997.407679041917
FDR12,OUT049,2997.407679041917
NCC54,OUT046,3593.141235125451
DRN59,OUT013,754.5960957264954
FDX50,OUT019,230.00859181286557
FDV31,OUT027,5669.163351428571
NCA29,OUT027,4117.317712631578
FDW60,OUT049,2736.9684298755196
FDX08,OUT017,3389.226979354837
DRD49,OUT013,3593.141235125451
FDD33,OUT046,3593.141235125451
FDW35,OUT013,544.79085
FDJ36,OUT017,1740.9861528571435
FDV51,OUT035,2811.1814032128523
FDW36,OUT046,1583.2724
FDH35,OUT046,2811.1814032128523
NCS30,OUT027,3175.335988157896
FDN49,OUT017,544.79085
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3593.141235125451
FDP19,OUT018,1936.5082478260865
FDU21,OUT010,130.33349056603777
NCP41,OUT045,1740.9861528571435
FDY10,OUT013,1874.4309598591553
FDP12,OUT018,544.79085
NCN26,OUT049,1874.4309598591553
FDK44,OUT013,2997.407679041917
FDC28,OUT049,1583.2724
FDJ41,OUT027,5669.163351428571
NCT29,OUT035,2054.2157066202085
NCH42,OUT019,542.9755395973152
FDU60,OUT018,2346.648786938778
FDS02,OUT045,3087.507511282049
FDC51,OUT046,2202.29902011173
FDU03,OUT013,2880.9695613636386
FDX39,OUT045,3753.0000993630574
NCY05,OUT010,130.33349056603777
NCL06,OUT027,5669.163351428571
FDD32,OUT035,1364.0491539906106
NCN41,OUT045,2054.2157066202085
NCX53,OUT049,2202.29902011173
FDU57,OUT019,384.4886739837401
FDQ23,OUT046,1583.2724
FDQ52,OUT045,4027.3409750000005
FDC14,OUT045,643.5588362068964
FDY09,OUT035,2736.9684298755196
FDQ28,OUT045,2539.394235877861
FDV25,OUT046,3753.0000993630574
FDJ07,OUT035,1874.4309598591553
DRB25,OUT049,1583.2724
FDK52,OUT019,542.9755395973152
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3087.507511282049
FDT36,OUT035,643.5588362068964
FDV25,OUT017,3753.0000993630574
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636386
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,2811.1814032128523
NCX41,OUT035,3753.0000993630574
NCD06,OUT035,754.5960957264954
FDW08,OUT045,1583.2724
NCU29,OUT017,2384.015126168225
NCE06,OUT013,2346.648786938778
FDV52,OUT010,286.4177705128206
FDB02,OUT017,2736.9684298755196
NCR18,OUT045,643.5588362068964
FDK16,OUT049,1517.634856621005
NCQ29,OUT010,542.9755395973152
FDZ01,OUT019,230.00859181286557
FDW27,OUT035,2384.015126168225
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2736.9684298755196
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1583.2724
FDU40,OUT027,5669.163351428571
NCF54,OUT013,2997.407679041917
FDH46,OUT045,1740.9861528571435
NCP14,OUT049,1740.9861528571435
FDH50,OUT049,3389.226979354837
DRF15,OUT010,384.4886739837401
FDV27,OUT027,2513.0798546666674
NCJ06,OUT049,2202.29902011173
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,754.5960957264954
FDQ07,OUT017,3593.141235125451
FDS45,OUT049,1740.9861528571435
NCJ06,OUT045,2202.29902011173
FDD36,OUT035,1874.4309598591553
FDY25,OUT045,3389.226979354837
FDU52,OUT046,2384.015126168225
DRK47,OUT017,3593.141235125451
NCL30,OUT017,2054.2157066202085
FDN22,OUT035,4425.298447058823
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4425.298447058823
FDT45,OUT017,876.3205797979801
NCC54,OUT027,5669.163351428571
FDP08,OUT018,2880.9695613636386
FDU44,OUT046,2811.1814032128523
DRG39,OUT035,876.3205797979801
FDU32,OUT049,2202.29902011173
FDY27,OUT049,2736.9684298755196
NCP54,OUT013,1936.5082478260865
NCZ41,OUT049,2054.2157066202085
DRL49,OUT013,1936.5082478260865
FDI05,OUT018,1248.2233455555556
