Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL51,OUT017,3643.5197259842503
NCY42,OUT027,3242.0620715328487
FDR07,OUT017,1663.1001128205132
FDN40,OUT045,2286.4132673684203
FDB35,OUT027,2517.8820884848483
FDA22,OUT017,2286.4132673684203
NCL06,OUT046,4034.300306896551
FDI35,OUT013,3384.1080642424226
NCW42,OUT045,4340.218358415841
NCX06,OUT049,2778.589317525773
FDC37,OUT027,2517.8820884848483
FDZ14,OUT018,1752.2524400000002
DRG49,OUT049,3454.062559154927
NCG06,OUT045,4034.300306896551
DRC36,OUT045,3259.562084905661
FDV21,OUT019,281.4820818181818
FDB53,OUT046,3053.099877777777
DRP47,OUT019,584.7577647727275
FDA14,OUT013,3053.099877777777
DRC24,OUT035,2644.477842708332
FDW21,OUT018,1372.6884907407414
NCH29,OUT046,1682.2122382352943
FDU58,OUT013,2893.8398258992797
FDY27,OUT017,2552.0052351851855
FDV56,OUT035,1682.2122382352943
FDT59,OUT046,3945.432567213115
FDB23,OUT046,3945.432567213115
FDR49,OUT045,796.6660672268912
FDB03,OUT010,584.7577647727275
FDN39,OUT045,2453.747700699301
FDX02,OUT027,5329.314724444443
FDQ16,OUT027,2517.8820884848483
FDU35,OUT018,1372.6884907407414
NCT29,OUT013,1863.3331344827575
FDZ27,OUT046,796.6660672268912
FDN57,OUT017,2235.530028
FDA03,OUT018,2232.847021848739
FDZ36,OUT045,3384.1080642424226
NCU05,OUT013,1296.384578378378
FDT39,OUT018,2232.847021848739
FDK60,OUT017,1461.8437959999992
FDZ25,OUT017,3053.099877777777
FDG12,OUT046,2283.67104137931
DRB01,OUT019,482.69954262295073
NCC43,OUT027,6280.890880000001
FDX13,OUT019,584.7577647727275
FDM22,OUT049,796.6402682539683
FDJ03,OUT027,1378.2631852760742
FDU14,OUT018,3327.9525829268273
FDB33,OUT010,346.8972837209304
FDP27,OUT046,3391.5912527272726
FDO38,OUT010,165.91858165137623
FDE28,OUT027,6280.890880000001
FDO27,OUT035,1879.2570116129025
DRL23,OUT027,2517.8820884848483
FDS28,OUT046,935.0323883040932
FDX24,OUT013,1251.5701536082477
FDZ02,OUT035,1682.2122382352943
FDL46,OUT045,1796.0488656488549
FDS60,OUT027,5329.314724444443
NCO06,OUT017,583.8145788617885
FDO16,OUT035,1251.5701536082477
FDC60,OUT049,1458.4550080536917
FDA48,OUT018,3327.9525829268273
FDZ36,OUT027,5329.314724444443
FDK27,OUT045,2283.67104137931
FDW23,OUT018,507.04640366972467
FDM14,OUT018,1372.6884907407414
FDM14,OUT013,1663.1001128205132
FDW60,OUT018,3259.562084905661
FDE21,OUT013,2042.4213960000002
NCM42,OUT035,1682.2122382352943
FDY59,OUT010,219.21852093023253
DRI49,OUT049,1296.384578378378
FDT28,OUT019,346.8972837209304
FDQ22,OUT018,507.04640366972467
FDR60,OUT049,1296.384578378378
FDC50,OUT019,219.21852093023253
FDV24,OUT013,2503.5013364485976
DRF48,OUT010,482.69954262295073
FDQ47,OUT046,583.8145788617885
DRN36,OUT049,1545.8693738317756
NCY06,OUT035,1863.3331344827575
FDE52,OUT035,1251.5701536082477
NCB54,OUT045,1863.3331344827575
NCF31,OUT035,2286.4132673684203
FDJ08,OUT027,5329.314724444443
NCC07,OUT017,1682.2122382352943
NCD19,OUT027,1378.2631852760742
FDL46,OUT049,1796.0488656488549
FDM20,OUT045,4340.218358415841
NCI06,OUT010,425.93559145299156
DRM11,OUT035,4433.304032653061
NCH07,OUT018,2232.847021848739
FDS23,OUT013,2041.5211392857148
FDO49,OUT018,711.062820869565
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1251.5701536082477
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.5013364485976
NCN14,OUT035,3384.1080642424226
FDH08,OUT013,3643.5197259842503
FDS20,OUT046,3384.1080642424226
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,281.4820818181818
FDS24,OUT027,2517.8820884848483
FDK44,OUT049,2552.0052351851855
FDS48,OUT045,3053.099877777777
FDK26,OUT010,482.69954262295073
FDD23,OUT045,3391.5912527272726
NCH54,OUT017,2644.477842708332
NCP14,OUT010,219.21852093023253
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2503.5013364485976
FDH08,OUT018,3327.9525829268273
FDS12,OUT027,3242.0620715328487
FDR39,OUT027,5329.314724444443
FDP12,OUT027,1378.2631852760742
DRF60,OUT027,6280.890880000001
FDC09,OUT035,1682.2122382352943
FDF50,OUT018,2893.8398258992797
FDG28,OUT035,4340.218358415841
NCE19,OUT017,935.0323883040932
NCM53,OUT010,281.4820818181818
NCN18,OUT049,1879.2570116129025
FDF32,OUT035,3130.004904950494
FDF11,OUT013,3945.432567213115
DRI59,OUT049,4340.218358415841
NCG54,OUT035,2644.477842708332
FDM44,OUT046,1545.8693738317756
FDT57,OUT018,3327.9525829268273
FDV24,OUT046,2503.5013364485976
FDI50,OUT019,584.7577647727275
FDS09,OUT035,796.6660672268912
NCC31,OUT027,4117.3177126315795
FDQ07,OUT019,584.7577647727275
FDC22,OUT017,3391.5912527272726
FDZ56,OUT046,2644.477842708332
FDZ40,OUT019,165.91858165137623
FDS46,OUT027,3242.0620715328487
DRD24,OUT045,2235.530028
FDV45,OUT017,2939.3484761904774
FDL26,OUT045,3053.099877777777
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,2042.4213960000002
FDM20,OUT049,4340.218358415841
FDO16,OUT017,1251.5701536082477
FDL03,OUT035,3130.004904950494
FDE58,OUT046,1796.0488656488549
FDI02,OUT027,3242.0620715328487
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.9525829268273
FDB14,OUT017,1436.1705479999998
FDR45,OUT013,3945.432567213115
NCN07,OUT017,1863.3331344827575
FDM51,OUT019,219.21852093023253
FDT52,OUT027,6280.890880000001
FDL26,OUT046,3053.099877777777
NCZ42,OUT046,3945.432567213115
DRI47,OUT019,346.8972837209304
FDW40,OUT013,2235.530028
FDN34,OUT046,3053.099877777777
FDS01,OUT035,2778.589317525773
NCG55,OUT045,2042.4213960000002
FDC11,OUT035,1296.384578378378
FDX35,OUT018,3327.9525829268273
NCB06,OUT046,2644.477842708332
FDR09,OUT019,584.7577647727275
FDC53,OUT017,1663.1001128205132
FDY45,OUT013,4433.304032653061
FDA22,OUT010,425.93559145299156
FDE02,OUT035,1663.1001128205132
FDW21,OUT045,1461.8437959999992
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1879.2570116129025
NCW17,OUT017,2283.67104137931
NCK54,OUT046,2042.4213960000002
FDG17,OUT019,584.7577647727275
FDG35,OUT017,3259.562084905661
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3643.5197259842503
FDJ10,OUT010,281.4820818181818
FDW36,OUT017,1663.1001128205132
FDW21,OUT010,219.21852093023253
FDY19,OUT017,2042.4213960000002
DRE03,OUT013,711.062820869565
NCC55,OUT049,677.1027476190474
FDH52,OUT010,165.91858165137623
FDO09,OUT017,4034.300306896551
FDU43,OUT045,4340.218358415841
FDX09,OUT010,425.93559145299156
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1663.1001128205132
FDC47,OUT017,3737.295775182482
NCR41,OUT035,1461.8437959999992
DRG49,OUT035,3737.295775182482
FDC52,OUT027,4117.3177126315795
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.04640366972467
FDI35,OUT017,3384.1080642424226
NCU18,OUT049,2235.530028
FDY33,OUT018,2232.847021848739
FDC15,OUT027,4117.3177126315795
FDU01,OUT049,2752.970934653465
NCU42,OUT046,2649.1102324324333
NCV29,OUT018,3259.562084905661
NCY30,OUT017,3384.1080642424226
FDQ46,OUT049,1545.8693738317756
FDG58,OUT027,4117.3177126315795
FDK33,OUT017,3643.5197259842503
NCD07,OUT045,1796.0488656488549
NCX29,OUT027,4117.3177126315795
NCT42,OUT013,2649.1102324324333
DRN59,OUT035,796.6660672268912
FDI44,OUT035,1296.384578378378
FDA45,OUT049,2552.0052351851855
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1796.0488656488549
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.8820884848483
FDA36,OUT018,2752.970934653465
NCF31,OUT017,2286.4132673684203
FDG14,OUT049,2286.4132673684203
FDG28,OUT027,6280.890880000001
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1458.4550080536917
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040932
FDH33,OUT013,507.04640366972467
DRZ24,OUT013,1796.0488656488549
NCQ38,OUT046,1682.2122382352943
FDO16,OUT027,2517.8820884848483
FDU07,OUT027,4117.3177126315795
NCB07,OUT013,2893.8398258992797
FDU48,OUT045,1863.3331344827575
NCM43,OUT045,2644.477842708332
FDR31,OUT010,346.8972837209304
DRK49,OUT018,507.04640366972467
NCI30,OUT010,584.7577647727275
DRD60,OUT017,3384.1080642424226
NCG19,OUT046,3454.062559154927
FDH12,OUT035,1663.1001128205132
FDM32,OUT035,1251.5701536082477
FDM27,OUT035,3053.099877777777
NCU53,OUT027,4117.3177126315795
NCQ18,OUT046,1879.2570116129025
FDS10,OUT013,2552.0052351851855
FDB33,OUT027,4117.3177126315795
FDI12,OUT013,1296.384578378378
NCW42,OUT013,4340.218358415841
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,2137.240379831932
NCD43,OUT017,1682.2122382352943
FDM57,OUT018,1296.384578378378
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.1080642424226
FDP52,OUT045,4340.218358415841
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1545.8693738317756
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.0052351851855
FDC05,OUT045,3130.004904950494
FDF34,OUT035,2752.970934653465
FDP03,OUT027,3242.0620715328487
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1863.3331344827575
FDZ40,OUT035,935.0323883040932
FDD51,OUT018,507.04640366972467
NCY30,OUT019,425.93559145299156
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137623
NCO55,OUT017,1879.2570116129025
FDR13,OUT017,2042.4213960000002
FDS51,OUT017,935.0323883040932
FDP26,OUT045,1461.8437959999992
NCB54,OUT027,3242.0620715328487
FDF32,OUT017,3130.004904950494
FDN31,OUT018,2893.8398258992797
DRM48,OUT017,583.8145788617885
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.062559154927
FDV56,OUT049,1682.2122382352943
DRH13,OUT027,2517.8820884848483
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444443
FDX32,OUT046,3053.099877777777
FDX57,OUT049,1879.2570116129025
NCA30,OUT045,2939.3484761904774
FDO49,OUT013,711.062820869565
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617885
FDR16,OUT013,3454.062559154927
NCC19,OUT018,2893.8398258992797
NCE42,OUT045,3945.432567213115
FDY24,OUT017,935.0323883040932
FDH19,OUT049,2778.589317525773
FDJ46,OUT013,2552.0052351851855
FDN45,OUT010,584.7577647727275
FDY08,OUT035,2137.240379831932
FDZ37,OUT035,1251.5701536082477
NCT30,OUT045,796.6660672268912
DRY23,OUT018,507.04640366972467
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1663.1001128205132
FDY04,OUT013,2644.477842708332
FDM27,OUT046,3053.099877777777
FDZ43,OUT017,4340.218358415841
FDT39,OUT019,346.8972837209304
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.3177126315795
FDL57,OUT017,4034.300306896551
FDU08,OUT046,1545.8693738317756
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727275
FDS48,OUT017,3053.099877777777
FDP09,OUT045,3643.5197259842503
FDW21,OUT049,1461.8437959999992
FDY25,OUT035,3384.1080642424226
DRE13,OUT017,1458.4550080536917
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1545.8693738317756
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2778.589317525773
NCN41,OUT049,1863.3331344827575
FDU24,OUT045,1436.1705479999998
FDZ50,OUT046,3384.1080642424226
FDP45,OUT013,4034.300306896551
NCM54,OUT045,1863.3331344827575
FDW10,OUT019,425.93559145299156
FDP20,OUT017,1863.3331344827575
FDK32,OUT046,3053.099877777777
FDN52,OUT049,1296.384578378378
FDM58,OUT045,1879.2570116129025
FDZ46,OUT027,3242.0620715328487
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2283.67104137931
NCK31,OUT035,796.6660672268912
FDI40,OUT027,2517.8820884848483
FDT50,OUT019,219.21852093023253
NCT06,OUT046,3053.099877777777
FDT31,OUT035,2752.970934653465
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.3484761904774
FDO50,OUT045,1436.1705479999998
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3130.004904950494
NCO18,OUT018,2778.589317525773
FDU09,OUT045,935.0323883040932
FDT13,OUT018,2893.8398258992797
FDE09,OUT046,1545.8693738317756
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.062559154927
DRH15,OUT035,677.1027476190474
FDO21,OUT019,584.7577647727275
FDD14,OUT027,5329.314724444443
FDC09,OUT046,1682.2122382352943
FDH45,OUT027,1378.2631852760742
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2042.4213960000002
FDS32,OUT013,2235.530028
NCL55,OUT018,3327.9525829268273
DRE01,OUT035,3737.295775182482
DRE15,OUT049,1251.5701536082477
NCL42,OUT045,4340.218358415841
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1296.384578378378
FDZ59,OUT046,2503.5013364485976
FDE45,OUT010,425.93559145299156
FDJ07,OUT013,2042.4213960000002
FDQ45,OUT018,2752.970934653465
FDM33,OUT027,5329.314724444443
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1458.4550080536917
FDR03,OUT045,3945.432567213115
FDY49,OUT018,2232.847021848739
FDQ60,OUT045,1796.0488656488549
FDW10,OUT049,3259.562084905661
FDO51,OUT049,677.1027476190474
FDJ40,OUT018,1372.6884907407414
FDS20,OUT018,3384.1080642424226
FDU45,OUT013,2042.4213960000002
FDV02,OUT035,2644.477842708332
FDN09,OUT046,3945.432567213115
NCM55,OUT027,5329.314724444443
FDN23,OUT018,2232.847021848739
FDY31,OUT010,346.8972837209304
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.1080642424226
FDV23,OUT017,2041.5211392857148
DRI03,OUT045,2552.0052351851855
FDN13,OUT035,1663.1001128205132
FDF45,OUT027,1378.2631852760742
FDU46,OUT035,1251.5701536082477
FDB57,OUT049,3643.5197259842503
FDV12,OUT049,1879.2570116129025
FDQ58,OUT013,2649.1102324324333
NCA18,OUT017,1796.0488656488549
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.847021848739
NCP43,OUT027,5329.314724444443
NCO18,OUT019,425.93559145299156
FDM32,OUT017,1251.5701536082477
NCL07,OUT017,583.8145788617885
FDK03,OUT013,4034.300306896551
FDP59,OUT017,1879.2570116129025
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407414
FDU44,OUT013,2644.477842708332
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040932
FDR56,OUT046,3130.004904950494
FDV39,OUT049,2752.970934653465
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.7577647727275
FDX02,OUT045,4340.218358415841
NCS42,OUT018,1296.384578378378
FDY57,OUT027,2517.8820884848483
FDB21,OUT049,3454.062559154927
FDE28,OUT017,3737.295775182482
FDQ55,OUT017,2042.4213960000002
FDA48,OUT049,3454.062559154927
FDZ19,OUT045,2778.589317525773
NCC43,OUT045,4034.300306896551
NCV18,OUT046,1458.4550080536917
NCA42,OUT018,2232.847021848739
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2778.589317525773
FDM57,OUT013,1458.4550080536917
FDL09,OUT010,425.93559145299156
FDB09,OUT027,3242.0620715328487
FDT44,OUT035,1796.0488656488549
NCT06,OUT027,4117.3177126315795
FDX26,OUT049,3384.1080642424226
FDK32,OUT013,3053.099877777777
DRA12,OUT046,2235.530028
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1251.5701536082477
NCH42,OUT045,3643.5197259842503
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.9525829268273
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1796.0488656488549
FDS07,OUT027,3242.0620715328487
DRI13,OUT045,3945.432567213115
FDG32,OUT018,3327.9525829268273
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1682.2122382352943
FDS08,OUT049,2778.589317525773
FDX47,OUT045,2286.4132673684203
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3945.432567213115
FDL14,OUT045,2286.4132673684203
FDM33,OUT019,584.7577647727275
FDA51,OUT045,1796.0488656488549
FDZ27,OUT018,711.062820869565
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2137.240379831932
FDR16,OUT027,5329.314724444443
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2286.4132673684203
DRH23,OUT027,1378.2631852760742
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2552.0052351851855
FDR40,OUT045,1251.5701536082477
FDX07,OUT017,3384.1080642424226
FDR07,OUT035,1663.1001128205132
FDA51,OUT017,1796.0488656488549
FDT59,OUT019,584.7577647727275
FDF20,OUT017,3130.004904950494
FDR13,OUT045,2042.4213960000002
FDY26,OUT049,3945.432567213115
FDW04,OUT017,2137.240379831932
FDK52,OUT017,3737.295775182482
FDN60,OUT049,2644.477842708332
FDM09,OUT019,425.93559145299156
FDP46,OUT049,1436.1705479999998
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.300306896551
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.847021848739
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.300306896551
FDF39,OUT049,4034.300306896551
FDS21,OUT017,935.0323883040932
NCM42,OUT013,1682.2122382352943
FDK50,OUT019,425.93559145299156
DRF13,OUT027,4117.3177126315795
FDH35,OUT018,2232.847021848739
FDP60,OUT018,1372.6884907407414
DRJ49,OUT027,3242.0620715328487
NCT42,OUT019,346.8972837209304
FDE38,OUT049,2286.4132673684203
FDI04,OUT049,3130.004904950494
NCH54,OUT045,2644.477842708332
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.9525829268273
FDV58,OUT013,2893.8398258992797
FDP21,OUT049,3391.5912527272726
FDH05,OUT013,3454.062559154927
FDR10,OUT027,4117.3177126315795
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1545.8693738317756
DRK37,OUT013,2893.8398258992797
DRH49,OUT045,1251.5701536082477
FDT58,OUT013,2286.4132673684203
FDD41,OUT018,1372.6884907407414
FDP40,OUT018,1372.6884907407414
FDM51,OUT027,2517.8820884848483
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040932
FDB10,OUT010,584.7577647727275
FDM40,OUT035,2235.530028
NCI06,OUT017,3384.1080642424226
FDW12,OUT019,346.8972837209304
FDX48,OUT027,4117.3177126315795
NCW05,OUT027,2517.8820884848483
FDX27,OUT017,1461.8437959999992
DRM37,OUT045,3130.004904950494
FDA38,OUT045,3643.5197259842503
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3130.004904950494
FDG05,OUT017,2286.4132673684203
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1436.1705479999998
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328487
FDI35,OUT045,3384.1080642424226
DRY23,OUT013,507.04640366972467
FDA56,OUT017,2283.67104137931
FDB09,OUT013,1863.3331344827575
NCO26,OUT027,3242.0620715328487
FDQ49,OUT018,2232.847021848739
FDI52,OUT027,3242.0620715328487
FDZ44,OUT027,3242.0620715328487
FDZ09,OUT018,2232.847021848739
FDY03,OUT049,1796.0488656488549
NCG42,OUT017,1863.3331344827575
DRI13,OUT027,5329.314724444443
FDQ32,OUT013,2137.240379831932
FDW16,OUT035,1458.4550080536917
FDU27,OUT046,796.6660672268912
FDR28,OUT010,425.93559145299156
FDQ49,OUT010,346.8972837209304
FDS37,OUT046,2042.4213960000002
FDW26,OUT018,3327.9525829268273
FDX12,OUT018,3327.9525829268273
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209304
NCN30,OUT049,1682.2122382352943
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760742
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.93559145299156
FDS33,OUT010,219.21852093023253
FDU22,OUT045,2041.5211392857148
FDI53,OUT013,2503.5013364485976
DRH01,OUT049,2778.589317525773
FDX32,OUT013,2235.530028
NCP30,OUT018,507.04640366972467
FDB60,OUT045,3391.5912527272726
FDB14,OUT049,1436.1705479999998
NCP02,OUT035,935.0323883040932
FDJ10,OUT017,2235.530028
FDG34,OUT046,1682.2122382352943
NCB18,OUT017,1458.4550080536917
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1251.5701536082477
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2235.530028
FDF41,OUT019,584.7577647727275
FDH16,OUT045,1296.384578378378
NCQ50,OUT018,3327.9525829268273
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.4132673684203
DRJ24,OUT027,5329.314724444443
FDY16,OUT035,3384.1080642424226
FDQ27,OUT045,1879.2570116129025
FDZ33,OUT045,2503.5013364485976
FDF29,OUT045,2283.67104137931
FDA08,OUT049,2286.4132673684203
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760742
FDV33,OUT035,4034.300306896551
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.0052351851855
FDR12,OUT049,2778.589317525773
NCC54,OUT046,3454.062559154927
DRN59,OUT013,711.062820869565
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444443
NCA29,OUT027,4117.3177126315795
FDW60,OUT049,3259.562084905661
FDX08,OUT017,3384.1080642424226
DRD49,OUT013,3454.062559154927
FDD33,OUT046,3454.062559154927
FDW35,OUT013,507.04640366972467
FDJ36,OUT017,1879.2570116129025
FDV51,OUT035,2644.477842708332
FDW36,OUT046,1545.8693738317756
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328487
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.9525829268273
FDI09,OUT013,3454.062559154927
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1682.2122382352943
FDY10,OUT013,1796.0488656488549
FDP12,OUT018,507.04640366972467
NCN26,OUT049,2042.4213960000002
FDK44,OUT013,3259.562084905661
FDC28,OUT049,1461.8437959999992
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,1863.3331344827575
NCH42,OUT019,584.7577647727275
FDU60,OUT018,2232.847021848739
FDS02,OUT045,3391.5912527272726
FDC51,OUT046,2283.67104137931
FDU03,OUT013,3384.1080642424226
FDX39,OUT045,4340.218358415841
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1251.5701536082477
NCN41,OUT045,1863.3331344827575
NCX53,OUT049,2283.67104137931
FDU57,OUT019,346.8972837209304
FDQ23,OUT046,1545.8693738317756
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2778.589317525773
FDQ28,OUT045,2644.477842708332
FDV25,OUT046,4340.218358415841
FDJ07,OUT035,2042.4213960000002
DRB25,OUT049,1545.8693738317756
FDK52,OUT019,584.7577647727275
FDY52,OUT027,1378.2631852760742
FDB28,OUT046,3391.5912527272726
FDT36,OUT035,583.8145788617885
FDV25,OUT017,4340.218358415841
NCN07,OUT027,3242.0620715328487
FDC57,OUT017,2939.3484761904774
FDQ03,OUT018,3327.9525829268273
FDU23,OUT017,3053.099877777777
NCX41,OUT035,3945.432567213115
NCD06,OUT035,796.6660672268912
FDW08,OUT045,1461.8437959999992
NCU29,OUT017,2649.1102324324333
NCE06,OUT013,2503.5013364485976
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.562084905661
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1545.8693738317756
NCQ29,OUT010,584.7577647727275
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485976
FDD17,OUT018,3327.9525829268273
FDW39,OUT013,2552.0052351851855
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1663.1001128205132
FDU40,OUT027,5329.314724444443
NCF54,OUT013,2778.589317525773
FDH46,OUT045,1682.2122382352943
NCP14,OUT049,1879.2570116129025
FDH50,OUT049,3384.1080642424226
DRF15,OUT010,346.8972837209304
FDV27,OUT027,2517.8820884848483
NCJ06,OUT049,1863.3331344827575
FDN02,OUT018,3327.9525829268273
FDQ51,OUT049,796.6660672268912
FDQ07,OUT017,3737.295775182482
FDS45,OUT049,1682.2122382352943
NCJ06,OUT045,1863.3331344827575
FDD36,OUT035,2042.4213960000002
FDY25,OUT045,3384.1080642424226
FDU52,OUT046,2286.4132673684203
DRK47,OUT017,3737.295775182482
NCL30,OUT017,1863.3331344827575
FDN22,OUT035,4034.300306896551
NCF30,OUT027,3242.0620715328487
FDK03,OUT035,4034.300306896551
FDT45,OUT017,935.0323883040932
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2893.8398258992797
